CHARGE CODE;rate_final;TIPO DE RENTA
RC_PLANRE165;78.81;VENCIDA
RC_PLANRE166;88.98;VENCIDA
RC_PLANRE167;139.83;VENCIDA
RC_PLANRE168;224.57;VENCIDA
RC_PLANRE169;224.57;VENCIDA
RC_PLANRE17;50.76;VENCIDA
RC_PLANRE170;67.62;VENCIDA
RC_PLANRE171;84.57;VENCIDA
RC_PLANRE172;95.42;VENCIDA
RC_PLANRE173;106.27;VENCIDA
RC_PLANRE174;128.64;VENCIDA
RC_PLANRE175;254.06;VENCIDA
RC_PLANRE176;237.11;VENCIDA
RC_PLANRE177;143.22;VENCIDA
RC_PLANRE178;168.64;VENCIDA
RC_PLANRE179;127.03;VENCIDA
RC_PLANRE18;50.76;VENCIDA
RC_PLANRE180;31.27;VENCIDA
RC_PLANRE181;31.27;ADELANTADA
RC_PLANRE182;156.77;VENCIDA
RC_PLANRE183;165.93;VENCIDA
RC_PLANRE184;50.76;VENCIDA
RC_PLANRE185;55.08;VENCIDA
RC_PLANRE186;55.08;VENCIDA
RC_PLANRE187;84.74;VENCIDA
RC_PLANRE188;84.74;VENCIDA
RC_PLANRE189;133.89;VENCIDA
RC_PLANRE19;42.29;VENCIDA
RC_PLANRE190;179.66;VENCIDA
RC_PLANRE191;72.79;VENCIDA
RC_PLANRE192;33.89;VENCIDA
RC_PLANRE193;33.89;VENCIDA
RC_PLANRE194;33.89;ADELANTADA
RC_PLANRE195;179.49;VENCIDA
RC_PLANRE196;33.89;ADELANTADA
RC_PLANRE197;101.61;ADELANTADA
RC_PLANRE198;88.89;ADELANTADA
RC_PLANRE199;101.61;VENCIDA
RC_PLANRE20;42.29;VENCIDA
RC_PLANRE200;88.89;VENCIDA
RC_PLANRE201;70.25;ADELANTADA
RC_PLANRE202;70.25;VENCIDA
RC_PLANRE203;169.4;ADELANTADA
RC_PLANRE204;169.4;VENCIDA
RC_PLANRE205;143.98;ADELANTADA
RC_PLANRE206;143.98;VENCIDA
RC_PLANRE207;110.08;ADELANTADA
RC_PLANRE208;110.08;VENCIDA
RC_PLANRE209;63.47;ADELANTADA
RC_PLANRE21;36.35;VENCIDA
RC_PLANRE210;66.01;VENCIDA
RC_PLANRE211;49.07;ADELANTADA
RC_PLANRE212;55.84;VENCIDA
RC_PLANRE213;38.9;ADELANTADA
RC_PLANRE214;45.67;VENCIDA
RC_PLANRE215;32.11;ADELANTADA
RC_PLANRE216;38.89;VENCIDA
RC_PLANRE217;25.33;VENCIDA
RC_PLANRE218;33.81;VENCIDA
RC_PLANRE219;33.81;ADELANTADA
RC_PLANRE22;27.88;VENCIDA
RC_PLANRE220;33.81;VENCIDA
RC_PLANRE221;27.03;ADELANTADA
RC_PLANRE222;27.03;VENCIDA
RC_PLANRE223;101.61;ADELANTADA
RC_PLANRE224;88.89;ADELANTADA
RC_PLANRE225;88.89;ADELANTADA
RC_PLANRE226;67.71;ADELANTADA
RC_PLANRE227;77.03;ADELANTADA
RC_PLANRE228;101.61;VENCIDA
RC_PLANRE229;88.89;VENCIDA
RC_PLANRE23;25.33;VENCIDA
RC_PLANRE230;88.89;VENCIDA
RC_PLANRE231;70.25;VENCIDA
RC_PLANRE232;77.03;VENCIDA
RC_PLANRE233;61.77;ADELANTADA
RC_PLANRE234;61.77;ADELANTADA
RC_PLANRE235;58.38;ADELANTADA
RC_PLANRE236;53.3;ADELANTADA
RC_PLANRE237;47.37;ADELANTADA
RC_PLANRE238;43.98;ADELANTADA
RC_PLANRE239;50.76;ADELANTADA
RC_PLANRE24;169.41;VENCIDA
RC_PLANRE240;47.37;ADELANTADA
RC_PLANRE241;43.98;ADELANTADA
RC_PLANRE242;61.77;VENCIDA
RC_PLANRE243;61.77;VENCIDA
RC_PLANRE244;58.38;VENCIDA
RC_PLANRE245;53.3;VENCIDA
RC_PLANRE246;47.37;VENCIDA
RC_PLANRE247;43.98;VENCIDA
RC_PLANRE248;50.76;VENCIDA
RC_PLANRE249;47.37;VENCIDA
RC_PLANRE25;143.98;VENCIDA
RC_PLANRE250;43.98;VENCIDA
RC_PLANRE251;47.37;VENCIDA
RC_PLANRE252;47.37;VENCIDA
RC_PLANRE253;43.98;VENCIDA
RC_PLANRE254;43.98;VENCIDA
RC_PLANRE255;58.38;VENCIDA
RC_PLANRE256;50.76;VENCIDA
RC_PLANRE257;36.35;ADELANTADA
RC_PLANRE258;31.27;ADELANTADA
RC_PLANRE259;28.72;ADELANTADA
RC_PLANRE26;118.56;VENCIDA
RC_PLANRE26;127.03;VENCIDA
RC_PLANRE26;135.59;VENCIDA
RC_PLANRE260;36.35;ADELANTADA
RC_PLANRE261;31.27;ADELANTADA
RC_PLANRE262;36.35;VENCIDA
RC_PLANRE263;31.27;VENCIDA
RC_PLANRE264;28.72;VENCIDA
RC_PLANRE265;36.35;VENCIDA
RC_PLANRE266;31.27;VENCIDA
RC_PLANRE267;44.83;VENCIDA
RC_PLANRE268;53.38;VENCIDA
RC_PLANRE269;58.47;VENCIDA
RC_PLANRE27;110.08;VENCIDA
RC_PLANRE270;74.57;VENCIDA
RC_PLANRE271;74.57;VENCIDA
RC_PLANRE272;76.18;VENCIDA
RC_PLANRE273;58.38;VENCIDA
RC_PLANRE274;13.47;VENCIDA
RC_PLANRE275;27.12;ADELANTADA
RC_PLANRE276;27.12;ADELANTADA
RC_PLANRE277;34.66;VENCIDA
RC_PLANRE278;41.44;ADELANTADA
RC_PLANRE279;67.71;ADELANTADA
RC_PLANRE28;101.61;VENCIDA
RC_PLANRE28;110.08;VENCIDA
RC_PLANRE280;67.71;VENCIDA
RC_PLANRE281;58.38;ADELANTADA
RC_PLANRE282;48.22;ADELANTADA
RC_PLANRE283;41.44;ADELANTADA
RC_PLANRE284;45.67;ADELANTADA
RC_PLANRE285;41.44;ADELANTADA
RC_PLANRE286;27.88;ADELANTADA
RC_PLANRE287;58.38;VENCIDA
RC_PLANRE288;48.22;VENCIDA
RC_PLANRE289;41.44;VENCIDA
RC_PLANRE29;101.61;VENCIDA
RC_PLANRE29;93.13;VENCIDA
RC_PLANRE290;45.67;VENCIDA
RC_PLANRE291;41.44;VENCIDA
RC_PLANRE292;58.38;ADELANTADA
RC_PLANRE293;47.37;ADELANTADA
RC_PLANRE294;36.35;ADELANTADA
RC_PLANRE295;58.38;VENCIDA
RC_PLANRE296;47.37;VENCIDA
RC_PLANRE297;36.35;VENCIDA
RC_PLANRE298;44.83;ADELANTADA
RC_PLANRE299;47.37;VENCIDA
RC_PLANRE30;101.61;VENCIDA
RC_PLANRE30;55.84;VENCIDA
RC_PLANRE300;36.35;ADELANTADA
RC_PLANRE301;36.35;VENCIDA
RC_PLANRE302;27.03;ADELANTADA
RC_PLANRE303;27.03;VENCIDA
RC_PLANRE304;49.07;ADELANTADA
RC_PLANRE305;27.03;ADELANTADA
RC_PLANRE306;41.44;ADELANTADA
RC_PLANRE307;20.25;ADELANTADA
RC_PLANRE308;49.07;VENCIDA
RC_PLANRE309;27.03;VENCIDA
RC_PLANRE31;76.19;VENCIDA
RC_PLANRE31;77.03;VENCIDA
RC_PLANRE31;80.42;VENCIDA
RC_PLANRE31;88.89;VENCIDA
RC_PLANRE310;41.44;VENCIDA
RC_PLANRE311;20.25;VENCIDA
RC_PLANRE312;169.41;ADELANTADA
RC_PLANRE313;101.61;ADELANTADA
RC_PLANRE314;84.66;ADELANTADA
RC_PLANRE315;38.9;ADELANTADA
RC_PLANRE316;25.34;ADELANTADA
RC_PLANRE317;21.95;ADELANTADA
RC_PLANRE318;20.25;ADELANTADA
RC_PLANRE319;110.08;ADELANTADA
RC_PLANRE32;67.71;VENCIDA
RC_PLANRE32;76.18;VENCIDA
RC_PLANRE32;88.89;VENCIDA
RC_PLANRE320;93.14;ADELANTADA
RC_PLANRE321;84.66;ADELANTADA
RC_PLANRE322;67.71;ADELANTADA
RC_PLANRE323;55.85;ADELANTADA
RC_PLANRE324;47.37;ADELANTADA
RC_PLANRE325;38.9;ADELANTADA
RC_PLANRE326;32.11;ADELANTADA
RC_PLANRE327;25.34;ADELANTADA
RC_PLANRE328;20.25;ADELANTADA
RC_PLANRE329;55.85;ADELANTADA
RC_PLANRE33;77.03;VENCIDA
RC_PLANRE330;47.37;ADELANTADA
RC_PLANRE331;44.83;ADELANTADA
RC_PLANRE332;36.36;ADELANTADA
RC_PLANRE333;25.34;ADELANTADA
RC_PLANRE334;20.25;ADELANTADA
RC_PLANRE335;67.71;VENCIDA
RC_PLANRE336;25.34;VENCIDA
RC_PLANRE337;21.95;VENCIDA
RC_PLANRE338;20.25;VENCIDA
RC_PLANRE339;47.37;VENCIDA
RC_PLANRE34;55.84;VENCIDA
RC_PLANRE34;59.24;VENCIDA
RC_PLANRE34;66.01;VENCIDA
RC_PLANRE34;70.25;VENCIDA
RC_PLANRE340;38.9;VENCIDA
RC_PLANRE341;32.11;VENCIDA
RC_PLANRE342;58.38;ADELANTADA
RC_PLANRE343;63.47;ADELANTADA
RC_PLANRE343;70.25;ADELANTADA
RC_PLANRE344;58.38;VENCIDA
RC_PLANRE345;70.25;VENCIDA
RC_PLANRE346;77.03;ADELANTADA
RC_PLANRE347;45.67;ADELANTADA
RC_PLANRE348;77.03;VENCIDA
RC_PLANRE349;48.22;VENCIDA
RC_PLANRE35;53.3;VENCIDA
RC_PLANRE35;59.23;VENCIDA
RC_PLANRE35;59.32;VENCIDA
RC_PLANRE35;61.77;VENCIDA
RC_PLANRE350;66.01;VENCIDA
RC_PLANRE351;66.01;ADELANTADA
RC_PLANRE352;44.83;VENCIDA
RC_PLANRE353;58.38;VENCIDA
RC_PLANRE354;71.1;VENCIDA
RC_PLANRE355;68.55;VENCIDA
RC_PLANRE356;25.33;VENCIDA
RC_PLANRE357;25.33;ADELANTADA
RC_PLANRE358;27.03;VENCIDA
RC_PLANRE359;25.33;ADELANTADA
RC_PLANRE36;49.91;VENCIDA
RC_PLANRE36;50.76;VENCIDA
RC_PLANRE36;59.23;VENCIDA
RC_PLANRE360;28.72;VENCIDA
RC_PLANRE361;27.03;ADELANTADA
RC_PLANRE362;28.72;VENCIDA
RC_PLANRE363;28.72;ADELANTADA
RC_PLANRE364;31.27;VENCIDA
RC_PLANRE365;31.27;ADELANTADA
RC_PLANRE366;31.27;VENCIDA
RC_PLANRE367;31.27;ADELANTADA
RC_PLANRE368;34.66;VENCIDA
RC_PLANRE369;34.66;ADELANTADA
RC_PLANRE37;42.29;VENCIDA
RC_PLANRE37;44.83;VENCIDA
RC_PLANRE37;50.76;VENCIDA
RC_PLANRE37;53.3;VENCIDA
RC_PLANRE370;34.66;VENCIDA
RC_PLANRE371;34.66;ADELANTADA
RC_PLANRE372;36.35;VENCIDA
RC_PLANRE373;36.35;ADELANTADA
RC_PLANRE374;36.35;VENCIDA
RC_PLANRE375;36.35;ADELANTADA
RC_PLANRE376;41.44;VENCIDA
RC_PLANRE377;38.89;ADELANTADA
RC_PLANRE378;41.44;VENCIDA
RC_PLANRE379;41.44;ADELANTADA
RC_PLANRE38;42.29;VENCIDA
RC_PLANRE38;50.76;VENCIDA
RC_PLANRE380;41.44;VENCIDA
RC_PLANRE381;41.44;ADELANTADA
RC_PLANRE382;43.98;VENCIDA
RC_PLANRE383;43.98;ADELANTADA
RC_PLANRE384;44.83;VENCIDA
RC_PLANRE385;44.83;ADELANTADA
RC_PLANRE386;47.37;VENCIDA
RC_PLANRE387;44.83;ADELANTADA
RC_PLANRE388;48.22;VENCIDA
RC_PLANRE389;48.22;ADELANTADA
RC_PLANRE39;38.89;VENCIDA
RC_PLANRE39;41.44;VENCIDA
RC_PLANRE39;43.98;VENCIDA
RC_PLANRE390;48.22;VENCIDA
RC_PLANRE391;48.22;ADELANTADA
RC_PLANRE392;53.3;VENCIDA
RC_PLANRE393;50.76;ADELANTADA
RC_PLANRE394;58.38;VENCIDA
RC_PLANRE395;58.38;ADELANTADA
RC_PLANRE396;64.32;ADELANTADA
RC_PLANRE397;88.89;VENCIDA
RC_PLANRE398;31.27;VENCIDA
RC_PLANRE399;41.44;VENCIDA
RC_PLANRE40;27.88;VENCIDA
RC_PLANRE40;36.35;VENCIDA
RC_PLANRE400;53.3;VENCIDA
RC_PLANRE401;70.25;VENCIDA
RC_PLANRE402;31.27;VENCIDA
RC_PLANRE403;41.44;VENCIDA
RC_PLANRE404;88.89;ADELANTADA
RC_PLANRE405;31.27;ADELANTADA
RC_PLANRE406;41.44;ADELANTADA
RC_PLANRE407;53.3;ADELANTADA
RC_PLANRE408;70.25;ADELANTADA
RC_PLANRE409;31.27;ADELANTADA
RC_PLANRE41;23.64;VENCIDA
RC_PLANRE41;31.27;VENCIDA
RC_PLANRE410;41.44;ADELANTADA
RC_PLANRE411;21.1;ADELANTADA
RC_PLANRE412;27.03;ADELANTADA
RC_PLANRE413;35.5;ADELANTADA
RC_PLANRE414;44.83;ADELANTADA
RC_PLANRE415;45.67;ADELANTADA
RC_PLANRE416;21.1;ADELANTADA
RC_PLANRE417;27.03;ADELANTADA
RC_PLANRE418;35.5;ADELANTADA
RC_PLANRE419;47.37;ADELANTADA
RC_PLANRE42;36.35;VENCIDA
RC_PLANRE420;48.22;ADELANTADA
RC_PLANRE421;56.69;ADELANTADA
RC_PLANRE422;66.01;ADELANTADA
RC_PLANRE423;77.03;ADELANTADA
RC_PLANRE424;21.1;VENCIDA
RC_PLANRE425;27.03;VENCIDA
RC_PLANRE426;35.5;VENCIDA
RC_PLANRE427;47.37;VENCIDA
RC_PLANRE428;48.22;VENCIDA
RC_PLANRE429;21.1;VENCIDA
RC_PLANRE43;36.35;VENCIDA
RC_PLANRE430;27.03;VENCIDA
RC_PLANRE431;35.5;VENCIDA
RC_PLANRE432;47.37;VENCIDA
RC_PLANRE433;48.22;VENCIDA
RC_PLANRE434;56.69;VENCIDA
RC_PLANRE435;66.01;VENCIDA
RC_PLANRE436;77.03;VENCIDA
RC_PLANRE437;101.61;ADELANTADA
RC_PLANRE438;101.61;VENCIDA
RC_PLANRE439;59.23;ADELANTADA
RC_PLANRE44;43.98;VENCIDA
RC_PLANRE440;61.77;VENCIDA
RC_PLANRE441;44.83;VENCIDA
RC_PLANRE442;27.88;ADELANTADA
RC_PLANRE443;50.76;ADELANTADA
RC_PLANRE444;21.1;VENCIDA
RC_PLANRE445;21.1;ADELANTADA
RC_PLANRE446;25.33;VENCIDA
RC_PLANRE447;25.33;ADELANTADA
RC_PLANRE448;28.72;VENCIDA
RC_PLANRE449;28.72;ADELANTADA
RC_PLANRE45;50.76;VENCIDA
RC_PLANRE450;34.66;VENCIDA
RC_PLANRE451;34.66;ADELANTADA
RC_PLANRE452;38.89;VENCIDA
RC_PLANRE453;38.89;ADELANTADA
RC_PLANRE454;43.98;VENCIDA
RC_PLANRE455;43.98;ADELANTADA
RC_PLANRE456;47.37;VENCIDA
RC_PLANRE457;47.37;ADELANTADA
RC_PLANRE458;49.91;VENCIDA
RC_PLANRE459;49.91;ADELANTADA
RC_PLANRE46;50.76;VENCIDA
RC_PLANRE46;53.3;VENCIDA
RC_PLANRE460;21.1;VENCIDA
RC_PLANRE461;21.1;ADELANTADA
RC_PLANRE462;25.33;VENCIDA
RC_PLANRE463;25.33;ADELANTADA
RC_PLANRE464;28.72;VENCIDA
RC_PLANRE465;28.72;ADELANTADA
RC_PLANRE466;34.66;VENCIDA
RC_PLANRE467;34.66;ADELANTADA
RC_PLANRE468;38.89;VENCIDA
RC_PLANRE469;38.89;ADELANTADA
RC_PLANRE47;21.95;VENCIDA
RC_PLANRE47;27.03;VENCIDA
RC_PLANRE470;43.98;VENCIDA
RC_PLANRE471;43.98;ADELANTADA
RC_PLANRE472;47.37;VENCIDA
RC_PLANRE473;47.37;ADELANTADA
RC_PLANRE474;49.91;VENCIDA
RC_PLANRE475;49.91;ADELANTADA
RC_PLANRE476;50.76;VENCIDA
RC_PLANRE477;50.76;ADELANTADA
RC_PLANRE478;55.85;VENCIDA
RC_PLANRE478;58.38;VENCIDA
RC_PLANRE479;55.85;ADELANTADA
RC_PLANRE479;58.38;ADELANTADA
RC_PLANRE48;110.08;VENCIDA
RC_PLANRE480;59.24;VENCIDA
RC_PLANRE481;59.24;ADELANTADA
RC_PLANRE482;63.47;VENCIDA
RC_PLANRE482;66.01;VENCIDA
RC_PLANRE483;63.47;ADELANTADA
RC_PLANRE483;66.01;ADELANTADA
RC_PLANRE484;72.8;VENCIDA
RC_PLANRE485;72.8;ADELANTADA
RC_PLANRE486;84.66;VENCIDA
RC_PLANRE487;84.66;ADELANTADA
RC_PLANRE488;97.37;VENCIDA
RC_PLANRE489;97.37;ADELANTADA
RC_PLANRE49;110.08;VENCIDA
RC_PLANRE490;97.37;VENCIDA
RC_PLANRE491;97.37;ADELANTADA
RC_PLANRE492;84.66;VENCIDA
RC_PLANRE493;84.66;ADELANTADA
RC_PLANRE494;72.8;VENCIDA
RC_PLANRE495;72.8;ADELANTADA
RC_PLANRE496;67.71;VENCIDA
RC_PLANRE497;67.71;ADELANTADA
RC_PLANRE498;63.47;VENCIDA
RC_PLANRE499;63.47;ADELANTADA
RC_PLANRE50;93.13;VENCIDA
RC_PLANRE500;59.24;VENCIDA
RC_PLANRE501;59.24;ADELANTADA
RC_PLANRE502;55.85;VENCIDA
RC_PLANRE503;55.85;ADELANTADA
RC_PLANRE504;50.76;VENCIDA
RC_PLANRE505;50.76;ADELANTADA
RC_PLANRE506;50.76;VENCIDA
RC_PLANRE507;50.76;ADELANTADA
RC_PLANRE508;47.37;VENCIDA
RC_PLANRE509;47.37;ADELANTADA
RC_PLANRE51;84.66;VENCIDA
RC_PLANRE510;47.37;VENCIDA
RC_PLANRE511;47.37;ADELANTADA
RC_PLANRE512;44.83;VENCIDA
RC_PLANRE513;44.83;ADELANTADA
RC_PLANRE514;44.83;VENCIDA
RC_PLANRE515;44.83;ADELANTADA
RC_PLANRE516;41.44;VENCIDA
RC_PLANRE517;41.44;ADELANTADA
RC_PLANRE518;41.44;VENCIDA
RC_PLANRE519;41.44;ADELANTADA
RC_PLANRE52;169.41;ADELANTADA
RC_PLANRE520;33.81;VENCIDA
RC_PLANRE521;33.81;ADELANTADA
RC_PLANRE522;33.81;VENCIDA
RC_PLANRE523;33.81;ADELANTADA
RC_PLANRE524;32.11;VENCIDA
RC_PLANRE525;32.11;ADELANTADA
RC_PLANRE526;30.42;VENCIDA
RC_PLANRE527;30.42;ADELANTADA
RC_PLANRE528;27.03;VENCIDA
RC_PLANRE529;27.03;ADELANTADA
RC_PLANRE53;127.03;ADELANTADA
RC_PLANRE530;27.03;VENCIDA
RC_PLANRE531;27.03;ADELANTADA
RC_PLANRE532;23.64;VENCIDA
RC_PLANRE533;23.64;ADELANTADA
RC_PLANRE534;23.64;VENCIDA
RC_PLANRE535;23.64;ADELANTADA
RC_PLANRE536;17.71;VENCIDA
RC_PLANRE537;17.71;ADELANTADA
RC_PLANRE538;17.71;VENCIDA
RC_PLANRE539;17.71;ADELANTADA
RC_PLANRE54;101.61;ADELANTADA
RC_PLANRE540;29.57;ADELANTADA
RC_PLANRE541;29.57;VENCIDA
RC_PLANRE542;36.35;ADELANTADA
RC_PLANRE543;36.35;VENCIDA
RC_PLANRE544;29.57;ADELANTADA
RC_PLANRE545;29.57;VENCIDA
RC_PLANRE546;36.35;ADELANTADA
RC_PLANRE547;36.35;VENCIDA
RC_PLANRE548;42.29;VENCIDA
RC_PLANRE549;42.29;ADELANTADA
RC_PLANRE55;0.84;ADELANTADA
RC_PLANRE550;42.29;VENCIDA
RC_PLANRE551;42.29;ADELANTADA
RC_PLANRE552;38.9;VENCIDA
RC_PLANRE552;41.44;VENCIDA
RC_PLANRE553;38.9;ADELANTADA
RC_PLANRE553;41.44;ADELANTADA
RC_PLANRE554;38.9;VENCIDA
RC_PLANRE555;38.9;ADELANTADA
RC_PLANRE556;33.81;VENCIDA
RC_PLANRE557;33.81;ADELANTADA
RC_PLANRE558;33.81;VENCIDA
RC_PLANRE559;33.81;ADELANTADA
RC_PLANRE56;0.84;ADELANTADA
RC_PLANRE560;30.42;VENCIDA
RC_PLANRE561;30.42;ADELANTADA
RC_PLANRE562;30.42;VENCIDA
RC_PLANRE563;30.42;ADELANTADA
RC_PLANRE564;25.34;VENCIDA
RC_PLANRE565;25.34;ADELANTADA
RC_PLANRE566;25.34;VENCIDA
RC_PLANRE567;25.34;ADELANTADA
RC_PLANRE568;21.95;VENCIDA
RC_PLANRE569;21.95;ADELANTADA
RC_PLANRE57;207.6;VENCIDA
RC_PLANRE570;21.95;VENCIDA
RC_PLANRE571;21.95;ADELANTADA
RC_PLANRE572;17.71;VENCIDA
RC_PLANRE573;17.71;ADELANTADA
RC_PLANRE574;17.71;VENCIDA
RC_PLANRE575;17.71;ADELANTADA
RC_PLANRE576;33.81;ADELANTADA
RC_PLANRE577;33.81;VENCIDA
RC_PLANRE578;29.57;ADELANTADA
RC_PLANRE579;29.57;VENCIDA
RC_PLANRE58;173.7;VENCIDA
RC_PLANRE580;29.57;ADELANTADA
RC_PLANRE581;29.57;VENCIDA
RC_PLANRE582;38.05;ADELANTADA
RC_PLANRE583;38.05;VENCIDA
RC_PLANRE584;38.05;ADELANTADA
RC_PLANRE585;38.05;VENCIDA
RC_PLANRE586;46.52;ADELANTADA
RC_PLANRE587;46.52;VENCIDA
RC_PLANRE588;46.52;ADELANTADA
RC_PLANRE589;46.52;VENCIDA
RC_PLANRE59;152.5;VENCIDA
RC_PLANRE590;33.81;ADELANTADA
RC_PLANRE591;33.81;VENCIDA
RC_PLANRE592;42.28;ADELANTADA
RC_PLANRE592;44.83;ADELANTADA
RC_PLANRE593;42.28;VENCIDA
RC_PLANRE593;44.83;VENCIDA
RC_PLANRE594;33.81;ADELANTADA
RC_PLANRE594;36.35;ADELANTADA
RC_PLANRE595;33.81;VENCIDA
RC_PLANRE595;36.35;VENCIDA
RC_PLANRE596;33.89;VENCIDA
RC_PLANRE597;33.89;ADELANTADA
RC_PLANRE598;50.76;VENCIDA
RC_PLANRE599;50.76;ADELANTADA
RC_PLANRE60;118.6;VENCIDA
RC_PLANRE600;59.23;VENCIDA
RC_PLANRE601;59.23;ADELANTADA
RC_PLANRE602;50.76;ADELANTADA
RC_PLANRE603;50.76;VENCIDA
RC_PLANRE604;50.76;ADELANTADA
RC_PLANRE605;50.76;VENCIDA
RC_PLANRE606;50.76;ADELANTADA
RC_PLANRE607;50.76;VENCIDA
RC_PLANRE608;42.28;ADELANTADA
RC_PLANRE609;42.28;VENCIDA
RC_PLANRE61;92.4;VENCIDA
RC_PLANRE610;42.28;ADELANTADA
RC_PLANRE611;42.28;VENCIDA
RC_PLANRE612;84.66;VENCIDA
RC_PLANRE613;30.42;VENCIDA
RC_PLANRE614;30.42;ADELANTADA
RC_PLANRE615;30.42;VENCIDA
RC_PLANRE616;30.42;ADELANTADA
RC_PLANRE617;25.33;VENCIDA
RC_PLANRE618;25.33;ADELANTADA
RC_PLANRE619;25.33;VENCIDA
RC_PLANRE62;84.7;VENCIDA
RC_PLANRE620;25.33;ADELANTADA
RC_PLANRE621;21.94;VENCIDA
RC_PLANRE622;21.94;ADELANTADA
RC_PLANRE623;21.94;VENCIDA
RC_PLANRE624;21.94;ADELANTADA
RC_PLANRE625;101.61;VENCIDA
RC_PLANRE626;101.61;ADELANTADA
RC_PLANRE627;17.71;VENCIDA
RC_PLANRE628;17.71;ADELANTADA
RC_PLANRE629;29.57;VENCIDA
RC_PLANRE63;67.8;VENCIDA
RC_PLANRE630;29.57;ADELANTADA
RC_PLANRE631;254.15;VENCIDA
RC_PLANRE632;254.15;ADELANTADA
RC_PLANRE633;169.4;VENCIDA
RC_PLANRE634;169.4;ADELANTADA
RC_PLANRE635;97.37;VENCIDA
RC_PLANRE636;97.37;ADELANTADA
RC_PLANRE637;84.66;VENCIDA
RC_PLANRE638;84.66;ADELANTADA
RC_PLANRE639;72.79;VENCIDA
RC_PLANRE64;55.1;VENCIDA
RC_PLANRE640;72.79;ADELANTADA
RC_PLANRE641;67.71;VENCIDA
RC_PLANRE642;67.71;ADELANTADA
RC_PLANRE643;63.47;VENCIDA
RC_PLANRE644;63.47;ADELANTADA
RC_PLANRE645;59.23;VENCIDA
RC_PLANRE646;59.23;ADELANTADA
RC_PLANRE647;55.84;VENCIDA
RC_PLANRE648;55.84;ADELANTADA
RC_PLANRE649;50.76;VENCIDA
RC_PLANRE65;75.42;ADELANTADA
RC_PLANRE650;50.76;ADELANTADA
RC_PLANRE651;47.37;VENCIDA
RC_PLANRE652;47.37;ADELANTADA
RC_PLANRE653;47.37;VENCIDA
RC_PLANRE654;47.37;ADELANTADA
RC_PLANRE655;47.37;VENCIDA
RC_PLANRE656;47.37;VENCIDA
RC_PLANRE657;42.28;VENCIDA
RC_PLANRE658;42.28;ADELANTADA
RC_PLANRE659;42.28;VENCIDA
RC_PLANRE66;117.8;ADELANTADA
RC_PLANRE660;42.28;ADELANTADA
RC_PLANRE661;42.28;VENCIDA
RC_PLANRE662;42.28;VENCIDA
RC_PLANRE663;38.89;VENCIDA
RC_PLANRE664;38.89;ADELANTADA
RC_PLANRE665;38.89;VENCIDA
RC_PLANRE666;33.81;VENCIDA
RC_PLANRE667;33.81;ADELANTADA
RC_PLANRE668;33.81;VENCIDA
RC_PLANRE669;25.33;VENCIDA
RC_PLANRE67;67.71;VENCIDA
RC_PLANRE670;25.33;ADELANTADA
RC_PLANRE671;17.71;VENCIDA
RC_PLANRE672;17.71;ADELANTADA
RC_PLANRE673;17.71;VENCIDA
RC_PLANRE674;33.81;VENCIDA
RC_PLANRE675;33.81;ADELANTADA
RC_PLANRE676;33.81;VENCIDA
RC_PLANRE677;33.81;ADELANTADA
RC_PLANRE678;33.81;VENCIDA
RC_PLANRE679;33.81;ADELANTADA
RC_PLANRE68;84.58;VENCIDA
RC_PLANRE680;33.81;VENCIDA
RC_PLANRE681;33.81;ADELANTADA
RC_PLANRE682;19.4;ADELANTADA
RC_PLANRE683;19.4;VENCIDA
RC_PLANRE684;19.4;ADELANTADA
RC_PLANRE685;19.4;VENCIDA
RC_PLANRE686;27.03;ADELANTADA
RC_PLANRE687;27.03;VENCIDA
RC_PLANRE688;27.03;ADELANTADA
RC_PLANRE689;27.03;VENCIDA
RC_PLANRE69;101.52;VENCIDA
RC_PLANRE690;29.57;ADELANTADA
RC_PLANRE691;29.57;VENCIDA
RC_PLANRE692;29.57;ADELANTADA
RC_PLANRE693;29.57;VENCIDA
RC_PLANRE694;32.11;ADELANTADA
RC_PLANRE695;32.11;VENCIDA
RC_PLANRE696;32.11;ADELANTADA
RC_PLANRE697;32.11;VENCIDA
RC_PLANRE698;41.44;ADELANTADA
RC_PLANRE699;41.44;VENCIDA
RC_PLANRE70;118.47;VENCIDA
RC_PLANRE700;41.44;ADELANTADA
RC_PLANRE701;41.44;VENCIDA
RC_PLANRE702;97.37;VENCIDA
RC_PLANRE703;97.37;ADELANTADA
RC_PLANRE704;84.66;VENCIDA
RC_PLANRE705;84.66;ADELANTADA
RC_PLANRE706;72.79;VENCIDA
RC_PLANRE707;72.79;ADELANTADA
RC_PLANRE708;67.71;VENCIDA
RC_PLANRE709;67.71;ADELANTADA
RC_PLANRE71;169.4;VENCIDA
RC_PLANRE710;63.47;VENCIDA
RC_PLANRE711;63.47;ADELANTADA
RC_PLANRE712;59.23;VENCIDA
RC_PLANRE713;59.23;ADELANTADA
RC_PLANRE714;55.84;VENCIDA
RC_PLANRE715;55.84;ADELANTADA
RC_PLANRE716;50.76;VENCIDA
RC_PLANRE717;50.76;ADELANTADA
RC_PLANRE718;47.37;ADELANTADA
RC_PLANRE719;42.28;ADELANTADA
RC_PLANRE72;186.27;VENCIDA
RC_PLANRE720;38.89;ADELANTADA
RC_PLANRE721;33.81;ADELANTADA
